destination_id,destination_name,state_ut,region,category,famous_for,nearby_cities,local_language,pin_code,nearest_airport,avg_monthly_visitors,peak_season,off_season,visitor_growth_rate_pct,avg_length_of_stay_days,booking_rate_pct,domestic_visitors_pct,international_visitors_pct,repeat_visitors_pct,entry_fee_inr,safety_rating_1_5,travel_difficulty,accessibility_by_road,accessibility_by_rail,emergency_services_available,hotel_count,avg_hotel_cost_inr,restaurant_count,public_transport_available,internet_connectivity_1_5,avg_temperature_c,rainfall_mm,pollution_index_1_10,cleanliness_rating_1_10,eco_tourism_score_1_10,popular_festival,top_local_cuisine,cultural_heritage_index_1_100,adventure_activities,recommended_stay_days,tourism_development_fund_inr,tour_guide_availability,women_traveler_safety_1_5,child_friendliness_1_5,nightlife_availability,instagram_popularity_1_100,sustainability_rating_1_5,smart_tourism_features,local_crafts_shopping,most_visited_month
DST2138,Place_1138,Rajasthan,West,Urban,Wildlife,Guwahati,Malayalam,288327,Lokpriya Gopinath Bordoloi International Airport,8256,Monsoon,Winter,1.96,13,88.9,76.16,30.33,25.55,422,1,Easy,false,false,true,26,8504,137,false,4,22.8,1618.7,2,2,6,Holi,Vada Pav,80,false,4,19210598,false,1,2,false,17,2,false,false,January
DST2139,Place_1139,Assam,East,Heritage,Culture,Delhi,Tamil,672569,Lokpriya Gopinath Bordoloi International Airport,44327,Summer,Winter,3.03,3,43.4,63.62,19.78,13.86,226,4,Moderate,false,false,true,7,3126,40,true,3,38.7,1084.7,6,9,9,Bihu,Idli,16,false,4,42532438,false,5,5,true,97,2,true,true,March
DST2140,Place_1140,Himachal Pradesh,West,Beach,Culture,Bengaluru,Hindi,741260,Pune Airport,47454,Summer,Summer,8.65,14,40.31,79.99,23.76,14.81,464,4,Difficult,false,true,true,9,6638,177,true,3,19.9,624.2,8,2,2,Navratri,Idli,14,false,3,29104189,true,5,1,true,98,1,true,true,December
DST2141,Place_1141,Kerala,East,Beach,Wildlife,Mumbai,Malayalam,213532,Netaji Subhas Chandra Bose International Airport,29251,Monsoon,Monsoon,1.87,14,81.59,64.22,13.39,49.24,182,1,Easy,false,true,true,98,4898,125,true,4,32.7,517.9,4,4,6,Holi,Dosa,93,false,7,41563158,false,4,1,true,50,4,true,true,March
DST2142,Place_1142,Assam,North,Wildlife,Scenery,Indore,Marathi,524452,Cochin International Airport,47741,Monsoon,Winter,13.33,5,45.11,67.02,21.3,52.62,54,2,Easy,true,true,false,71,2759,153,false,1,17.9,949.4,1,7,4,Onam,Kebabs,73,true,9,26132970,true,2,1,false,81,2,true,true,December
DST2143,Place_1143,Maharashtra,West,Hill Station,Temples,Lucknow,Tamil,166780,Cochin International Airport,32977,Monsoon,Summer,2.99,8,44.08,91.29,15.88,47.07,265,2,Difficult,false,false,false,64,2479,65,true,3,20.1,2098,7,7,7,Onam,Biryani,32,false,4,32860415,false,2,5,false,94,1,true,false,May
DST2144,Place_1144,Rajasthan,Central,Beach,Food,Guwahati,Bengali,300277,Cochin International Airport,33664,Monsoon,Monsoon,10.43,2,85.52,94.99,24.16,36.96,34,1,Difficult,false,true,false,43,5802,83,false,2,28.2,2926.9,3,10,1,Ganesh Chaturthi,Chole Bhature,17,true,8,42812068,false,1,5,true,28,5,false,false,May
DST2145,Place_1145,Tamil Nadu,East,Urban,Temples,Chennai,Tamil,544162,Lokpriya Gopinath Bordoloi International Airport,7714,Winter,Monsoon,6.48,2,43.98,79.26,28.45,48.63,79,5,Moderate,true,false,false,32,8651,45,false,4,11.1,2574.5,5,8,4,Eid,Pav Bhaji,56,true,6,36191414,false,4,3,false,12,4,true,false,December
DST2146,Place_1146,Kerala,Central,Hill Station,Food,Jaipur,Hindi,344955,Netaji Subhas Chandra Bose International Airport,42144,Winter,Summer,6.6,12,45.7,81.69,26.49,17.6,5,2,Easy,true,true,false,5,1976,105,false,1,16.3,732.3,2,3,10,Diwali,Idli,89,true,8,29332329,false,4,3,false,48,5,false,true,August
DST2147,Place_1147,Maharashtra,South,Hill Station,Food,Guwahati,Tamil,417477,Rajiv Gandhi International Airport,12701,Winter,Summer,11.71,13,68.48,87.91,32.19,49.01,126,1,Difficult,false,false,false,26,4427,89,false,2,15.3,327.4,8,1,4,Ganesh Chaturthi,Sarson da Saag,50,true,5,15382899,false,4,2,false,25,3,false,true,March
DST2148,Place_1148,Goa,East,Heritage,Scenery,Kolkata,Bengali,782637,Chhatrapati Shivaji Maharaj International Airport,15891,Winter,Winter,7.99,12,77.84,84.36,6.45,31.17,67,5,Easy,false,true,false,49,1080,193,true,5,19.8,2091.4,3,4,6,Navratri,Rogan Josh,57,false,6,9466781,false,5,3,true,74,3,false,false,March
DST2149,Place_1149,Himachal Pradesh,West,Beach,Wildlife,Chennai,Marathi,805966,Goa International Airport,37019,Summer,Summer,11.16,7,59.98,66.39,7.75,47.52,189,3,Easy,false,true,false,55,8289,57,true,1,33.3,187.1,9,3,10,Diwali,Momos,79,true,2,49782159,true,2,5,false,83,2,true,true,March
DST2150,Place_1150,Rajasthan,East,Heritage,Temples,Cochin,Bengali,757293,Sardar Vallabhbhai Patel International Airport,28516,Monsoon,Winter,8.07,8,61.03,74.41,12.19,21.39,243,4,Easy,true,false,true,85,5665,67,false,2,37.2,2591.5,1,4,6,Eid,Sarson da Saag,84,false,8,17720672,false,5,3,false,79,5,true,true,March
DST2151,Place_1151,Kerala,Central,Beach,Wildlife,Bengaluru,Tamil,788874,Pune Airport,41912,Summer,Monsoon,9.3,13,71.63,78.73,39.5,51.63,8,1,Easy,false,false,true,55,3859,24,false,5,10.4,2494.1,6,6,6,Bihu,Sarson da Saag,86,true,9,29340570,false,2,2,true,78,4,true,true,May
DST2152,Place_1152,Kerala,North,Wildlife,Culture,Chennai,Bengali,353130,Indira Gandhi International Airport,10916,Summer,Winter,11.65,6,65.27,72.59,33.01,38.41,156,2,Moderate,true,true,true,32,2071,152,true,3,17.7,2401.7,3,1,4,Eid,Biryani,75,true,4,18599881,false,3,5,false,26,5,false,false,March
DST2153,Place_1153,Tamil Nadu,East,Heritage,Scenery,Pune,Tamil,338408,Indira Gandhi International Airport,3910,Winter,Summer,9.5,13,40.93,66.16,37.34,10.37,70,4,Difficult,true,true,false,34,3456,158,true,1,10.8,1702,4,1,5,Holi,Momos,58,true,4,44752595,false,1,4,false,30,1,true,true,August
DST2154,Place_1154,Tamil Nadu,West,Heritage,Scenery,Cochin,Marathi,714181,Chhatrapati Shivaji Maharaj International Airport,19254,Summer,Winter,9.62,11,45.68,85.76,14.52,35.96,463,5,Easy,false,true,false,12,4084,73,true,1,35.8,2923.2,4,2,8,Durga Puja,Dosa,11,true,6,1983102,true,3,4,false,71,5,false,true,March
DST2155,Place_1155,Goa,South,Urban,Culture,Delhi,Marathi,847967,Rajiv Gandhi International Airport,45250,Winter,Monsoon,12.05,9,69.08,66.96,25.08,25.51,133,4,Difficult,false,true,true,95,2868,144,true,3,16,1429.3,8,10,3,Pongal,Biryani,72,true,7,16552654,false,1,4,true,40,2,true,false,May
DST2156,Place_1156,Himachal Pradesh,Northeast,Heritage,Temples,Chennai,Hindi,949390,Netaji Subhas Chandra Bose International Airport,37116,Monsoon,Monsoon,14.29,12,79.68,69.12,24.42,12.88,299,1,Difficult,true,false,true,45,4851,61,false,1,33.1,2960.9,9,10,6,Navratri,Vada Pav,22,true,2,19142949,false,1,2,true,12,5,true,true,August
DST2157,Place_1157,Goa,North,Beach,Culture,Kolkata,Marathi,130844,Raja Bhoj Airport,18985,Winter,Summer,6.27,5,78.16,70.03,24.93,32.37,319,3,Moderate,true,true,true,29,7367,28,true,4,11,2657.4,5,3,1,Bihu,Rogan Josh,92,true,8,37480270,false,4,2,false,47,1,false,true,May
DST2158,Place_1158,Maharashtra,South,Urban,Temples,Lucknow,Malayalam,476645,Chennai International Airport,23151,Monsoon,Winter,9.08,4,77,65.66,30.11,25.57,248,5,Moderate,true,false,false,63,5322,134,false,2,22,467,10,5,10,Ganesh Chaturthi,Sarson da Saag,42,true,5,17988990,false,5,5,false,69,4,true,false,December
DST2159,Place_1159,Maharashtra,East,Heritage,Food,Pune,Bengali,977632,Rajiv Gandhi International Airport,6830,Winter,Summer,2.21,8,78.56,89.73,18.79,20.22,322,5,Easy,true,false,false,81,1987,95,true,5,20.8,2695.2,10,9,6,Diwali,Chole Bhature,34,false,6,35956206,true,5,4,true,74,3,false,false,December
DST2160,Place_1160,Goa,Central,Heritage,Scenery,Pune,Bengali,625080,Raja Bhoj Airport,45297,Summer,Summer,6.02,5,42.22,81.37,28.7,27.46,43,5,Easy,true,false,false,38,6483,183,false,5,19.9,984.1,3,6,9,Pongal,Idli,91,true,7,34042832,false,2,1,true,85,1,false,true,August
DST2161,Place_1161,Himachal Pradesh,Central,Wildlife,Temples,Indore,Tamil,532911,Rajiv Gandhi International Airport,41888,Summer,Monsoon,6.77,2,84.76,89.22,32.6,18.98,115,4,Moderate,true,false,false,43,9382,47,false,2,27.1,2327.9,9,5,8,Onam,Vada Pav,38,false,9,19161107,true,4,3,false,25,1,true,false,August
DST2162,Place_1162,Goa,West,Heritage,Wildlife,Chennai,Marathi,707475,Chaudhary Charan Singh International Airport,19474,Winter,Winter,12.69,12,84.46,77.28,15.12,24.99,461,3,Difficult,false,false,false,75,9183,150,true,4,21.7,100.6,1,8,5,Navratri,Biryani,46,false,3,30941264,false,5,4,false,98,3,false,true,March
DST2163,Place_1163,Himachal Pradesh,Central,Hill Station,Wildlife,Jaipur,Hindi,142510,Devi Ahilya Bai Holkar Airport,6480,Monsoon,Summer,8.19,9,66.6,78.18,38.1,15.77,397,1,Difficult,false,false,true,90,7845,53,false,1,22.1,900,1,1,7,Pongal,Sarson da Saag,84,false,2,4865076,false,2,4,false,91,5,false,true,October
DST2164,Place_1164,Himachal Pradesh,North,Urban,Scenery,Hyderabad,Hindi,532353,Sardar Vallabhbhai Patel International Airport,10443,Monsoon,Monsoon,11.23,6,52.43,81.57,23.13,14.22,392,1,Moderate,false,true,false,50,9051,159,true,3,15.7,2299.5,3,7,5,Ganesh Chaturthi,Pav Bhaji,50,true,5,4675915,true,2,4,true,17,2,false,false,May
DST2165,Place_1165,Assam,Central,Hill Station,Culture,Cochin,Hindi,213104,Sardar Vallabhbhai Patel International Airport,40138,Winter,Summer,1.27,14,69.61,72.98,30.65,55.5,227,4,Easy,false,true,false,42,2023,44,false,3,22.4,2919.8,2,8,3,Holi,Idli,96,true,2,26554141,true,2,4,true,79,4,true,true,August
DST2166,Place_1166,Rajasthan,West,Urban,Culture,Jaipur,Malayalam,828770,Indira Gandhi International Airport,33938,Summer,Winter,7.5,9,67.89,77.38,30.51,55.14,406,1,Easy,true,false,false,99,8606,140,false,1,32.2,595.8,8,9,9,Navratri,Sarson da Saag,96,true,8,25776345,false,5,5,true,60,5,false,true,August
DST2167,Place_1167,Himachal Pradesh,Northeast,Wildlife,Temples,Goa,Marathi,575428,Lokpriya Gopinath Bordoloi International Airport,3809,Monsoon,Summer,13.62,9,51.15,79.14,24.78,51.4,56,1,Easy,true,true,false,37,4294,120,true,5,19.7,1432.3,5,9,7,Diwali,Sarson da Saag,44,true,3,37794488,false,1,3,true,59,3,false,true,May
DST2168,Place_1168,Tamil Nadu,East,Heritage,Culture,Ahmedabad,Hindi,926064,Sardar Vallabhbhai Patel International Airport,40761,Winter,Winter,4.14,13,70.16,93.37,16.29,21.52,243,3,Moderate,false,false,true,26,8127,153,false,2,35.7,1802.8,10,8,8,Navratri,Rogan Josh,12,true,2,40888751,false,4,4,false,82,2,true,false,May
DST2169,Place_1169,Himachal Pradesh,East,Heritage,Scenery,Kolkata,Malayalam,792150,Indira Gandhi International Airport,27930,Monsoon,Monsoon,1.44,6,79.86,90.9,28.34,46.29,56,4,Moderate,false,false,false,31,9051,182,true,2,15,2862.4,1,10,7,Ganesh Chaturthi,Idli,56,false,9,28863384,false,4,5,false,27,4,false,false,January
DST2170,Place_1170,Himachal Pradesh,Central,Heritage,Temples,Hyderabad,Bengali,445712,Rajiv Gandhi International Airport,24095,Summer,Monsoon,7.07,9,80.31,64.52,8.05,39.49,142,4,Difficult,false,false,true,67,4113,153,true,5,35.4,1414.5,3,3,7,Durga Puja,Sarson da Saag,71,false,6,8898540,false,2,4,true,93,2,true,true,May
DST2171,Place_1171,Himachal Pradesh,South,Urban,Food,Delhi,Tamil,885139,Devi Ahilya Bai Holkar Airport,12946,Monsoon,Summer,10.86,8,42.98,61.44,39.35,12.56,191,5,Moderate,false,true,true,31,4663,111,false,2,28.5,2807.3,3,6,8,Holi,Vada Pav,27,false,6,6837776,false,2,1,true,91,3,false,true,October
DST2172,Place_1172,Assam,East,Heritage,Culture,Pune,Marathi,524101,Chhatrapati Shivaji Maharaj International Airport,4991,Winter,Monsoon,7.36,14,49.86,83.81,11.44,54.98,6,1,Easy,false,true,true,25,6745,90,true,5,22.7,2936.7,2,5,8,Pongal,Momos,66,true,2,3989928,true,2,5,true,38,2,true,true,October
DST2173,Place_1173,Assam,Northeast,Hill Station,Culture,Kolkata,Marathi,165214,Chennai International Airport,24519,Monsoon,Summer,7.44,4,73.41,61.72,14.64,59.9,403,2,Difficult,true,true,false,57,8531,175,false,4,11.1,2830.7,9,3,6,Ganesh Chaturthi,Sarson da Saag,61,false,4,29871674,true,2,1,false,84,4,false,true,October
DST2174,Place_1174,Maharashtra,Central,Heritage,Temples,Cochin,Bengali,669158,Chhatrapati Shivaji Maharaj International Airport,27657,Monsoon,Summer,10.38,5,82.99,62.11,38.41,45.44,447,3,Easy,true,false,true,39,2156,33,true,1,13.8,2271.3,1,2,4,Navratri,Sarson da Saag,82,false,8,12955262,false,2,4,false,91,5,false,true,January
DST2175,Place_1175,Assam,West,Wildlife,Wildlife,Indore,Marathi,883577,Rajiv Gandhi International Airport,1826,Summer,Winter,4.56,12,66.06,65.57,11.53,21.58,274,3,Easy,false,true,true,51,9354,187,true,5,22.4,466.1,10,2,5,Diwali,Momos,57,false,2,41213017,true,2,3,false,42,3,false,true,January
DST2176,Place_1176,Tamil Nadu,Northeast,Hill Station,Culture,Bengaluru,Marathi,148110,Lokpriya Gopinath Bordoloi International Airport,43625,Summer,Summer,11.53,13,75.38,72.31,10.95,37.72,133,2,Difficult,false,false,false,54,5399,117,false,4,36.3,1847,5,10,6,Diwali,Sarson da Saag,29,false,9,34459906,false,4,5,false,12,2,false,false,December
DST2177,Place_1177,Tamil Nadu,Central,Heritage,Scenery,Ahmedabad,Marathi,995846,Jaipur International Airport,17513,Summer,Winter,3.14,14,41.05,75.22,33.16,15.47,434,5,Easy,false,false,true,14,3794,66,false,5,38.7,2285.2,9,10,9,Navratri,Vada Pav,97,true,9,8376954,false,2,1,false,14,3,false,true,December
DST2178,Place_1178,Assam,Northeast,Heritage,Culture,Lucknow,Marathi,623538,Lokpriya Gopinath Bordoloi International Airport,18801,Summer,Summer,6.54,8,70.42,78.18,13.8,24.94,38,2,Difficult,false,true,false,32,9245,132,false,4,37.9,2869.2,3,10,5,Durga Puja,Chole Bhature,90,false,9,41388217,true,1,1,false,89,4,false,false,January
DST2179,Place_1179,Goa,East,Beach,Food,Ahmedabad,Malayalam,760531,Cochin International Airport,30846,Winter,Winter,10.18,5,88.1,94.73,8.32,45.86,192,2,Easy,false,false,true,41,9565,65,true,4,18.2,2356.1,10,4,9,Diwali,Rogan Josh,21,true,8,42092215,false,3,3,true,68,4,true,true,August
DST2180,Place_1180,Rajasthan,West,Urban,Culture,Kolkata,Malayalam,240661,Pune Airport,40566,Monsoon,Monsoon,12.6,7,73.05,73.48,12.93,25.05,326,5,Easy,false,false,true,45,6546,95,true,4,17.7,1662.9,3,9,9,Eid,Idli,42,true,6,43674314,false,5,5,false,13,5,true,false,December
DST2181,Place_1181,Assam,Central,Hill Station,Wildlife,Delhi,Tamil,118077,Netaji Subhas Chandra Bose International Airport,24157,Monsoon,Summer,12.08,13,86.11,68.5,36.09,17.36,482,2,Difficult,false,false,false,65,7893,75,true,1,32.2,695,7,2,8,Diwali,Kebabs,79,true,5,27466734,true,5,2,true,27,4,true,false,March
DST2182,Place_1182,Himachal Pradesh,North,Beach,Culture,Pune,Marathi,951306,Devi Ahilya Bai Holkar Airport,29363,Monsoon,Winter,11.1,3,68.3,80.13,14.81,10.37,24,5,Easy,false,false,false,55,6161,87,false,5,38.2,1425.5,1,5,10,Onam,Kebabs,79,true,2,45417947,false,4,1,true,36,5,false,false,January
DST2183,Place_1183,Kerala,West,Wildlife,Temples,Mumbai,Bengali,565462,Pune Airport,6136,Monsoon,Summer,6.03,13,82.17,67.53,29.33,38.63,101,1,Easy,true,false,false,12,8782,101,false,5,14,1951.1,9,8,6,Bihu,Rogan Josh,57,false,3,17445211,true,5,5,false,27,1,true,false,December
DST2184,Place_1184,Rajasthan,North,Urban,Culture,Guwahati,Hindi,346797,Chennai International Airport,18421,Winter,Winter,2.71,3,46.21,92.92,18.83,58.43,150,5,Difficult,false,true,false,62,9118,86,false,5,21.3,1041.3,7,10,1,Ganesh Chaturthi,Chole Bhature,32,false,3,11527138,false,2,2,true,75,5,false,false,March
DST2185,Place_1185,Rajasthan,Northeast,Hill Station,Wildlife,Mumbai,Tamil,578988,Sardar Vallabhbhai Patel International Airport,13491,Summer,Winter,4.04,4,46.18,69.07,14.17,34.21,216,4,Difficult,false,false,true,65,3865,111,true,4,35.1,1423.7,8,2,5,Pongal,Idli,55,false,5,30314586,false,1,5,true,15,2,true,false,March
DST2186,Place_1186,Tamil Nadu,South,Heritage,Temples,Kolkata,Hindi,269299,Pune Airport,8546,Monsoon,Summer,13.11,11,46.01,94.65,10.04,20.63,229,4,Difficult,false,false,true,37,7485,90,false,2,24.8,150.3,2,7,3,Lohri,Rogan Josh,16,false,5,20882076,true,4,4,false,92,1,false,true,March
DST2187,Place_1187,Rajasthan,West,Hill Station,Scenery,Chennai,Hindi,508153,Sardar Vallabhbhai Patel International Airport,6903,Monsoon,Summer,13,8,64.44,74.65,39.03,33.16,441,2,Moderate,true,true,true,23,3708,82,false,2,35.3,2649.2,3,6,9,Ganesh Chaturthi,Dosa,35,true,5,44625370,false,4,1,false,20,4,false,true,October
DST2188,Place_1188,Assam,Northeast,Heritage,Temples,Jaipur,Marathi,371898,Raja Bhoj Airport,47623,Summer,Monsoon,14.32,4,56.51,88.44,23.24,40.1,266,4,Easy,false,true,false,34,4288,71,false,5,13.5,200.8,9,1,4,Pongal,Kebabs,76,false,8,12593577,true,1,2,true,47,2,true,false,January
DST2189,Place_1189,Himachal Pradesh,North,Urban,Food,Guwahati,Bengali,387832,Rajiv Gandhi International Airport,17406,Summer,Monsoon,2.06,13,75.96,82.69,9.02,50.07,161,5,Difficult,true,false,false,82,9231,23,true,2,33.3,1286.9,4,7,7,Lohri,Idli,66,true,5,13190814,true,2,3,false,74,2,false,false,December
DST2190,Place_1190,Himachal Pradesh,East,Heritage,Temples,Cochin,Hindi,893480,Chennai International Airport,15949,Monsoon,Monsoon,8.52,4,85.13,92.67,11.96,32.63,286,1,Easy,false,true,false,18,2654,197,false,2,21.7,1581.8,5,10,6,Ganesh Chaturthi,Idli,34,true,2,16619417,false,4,3,true,68,2,false,false,May
DST2191,Place_1191,Maharashtra,East,Wildlife,Scenery,Ahmedabad,Hindi,384712,Lokpriya Gopinath Bordoloi International Airport,10825,Summer,Summer,10.08,14,70.97,81.89,19.26,18.65,165,5,Difficult,true,false,true,40,1797,30,true,2,30.8,2920,9,9,6,Bihu,Vada Pav,76,false,5,41028789,true,1,4,true,63,4,false,true,May
DST2192,Place_1192,Himachal Pradesh,South,Heritage,Culture,Delhi,Tamil,984015,Raja Bhoj Airport,7287,Monsoon,Monsoon,10.95,5,50.66,80.34,24.05,19.4,373,3,Easy,true,true,true,11,9901,172,false,4,18.8,2812,10,1,5,Ganesh Chaturthi,Momos,88,true,5,41719428,false,2,4,true,30,4,true,false,December
DST2193,Place_1193,Himachal Pradesh,West,Wildlife,Temples,Guwahati,Bengali,510761,Chaudhary Charan Singh International Airport,45961,Monsoon,Winter,10.01,11,86.54,82.85,11.36,54.99,369,2,Easy,false,true,false,38,6612,39,false,5,30.8,1974.4,8,2,1,Bihu,Momos,48,false,9,11749246,true,1,2,false,17,2,true,true,October
DST2194,Place_1194,Tamil Nadu,West,Urban,Temples,Cochin,Bengali,194449,Netaji Subhas Chandra Bose International Airport,35173,Monsoon,Summer,11.78,7,66.39,87.53,14.72,21.81,246,1,Difficult,false,true,true,54,1024,176,true,5,31.1,1793.8,5,7,3,Bihu,Chole Bhature,77,true,4,49483841,false,2,1,true,76,1,false,true,August
DST2195,Place_1195,Himachal Pradesh,West,Urban,Temples,Ahmedabad,Hindi,669505,Raja Bhoj Airport,43438,Monsoon,Winter,6.03,2,76,91.46,32.43,46.4,173,2,Difficult,false,false,false,36,6060,34,false,3,22.6,1163,2,1,5,Durga Puja,Vada Pav,47,false,9,21140374,false,5,1,true,24,2,true,false,December
DST2196,Place_1196,Maharashtra,Northeast,Hill Station,Temples,Indore,Bengali,279194,Raja Bhoj Airport,18578,Monsoon,Winter,3.51,7,84.53,69.34,19.61,23.45,395,3,Moderate,true,true,false,46,8452,181,false,3,39.1,219.2,3,2,2,Pongal,Biryani,54,false,3,25569983,true,1,3,false,90,4,true,false,August
DST2197,Place_1197,Kerala,South,Wildlife,Scenery,Bengaluru,Tamil,623048,Cochin International Airport,42535,Monsoon,Winter,3.86,9,89.49,67.03,5.05,46.03,8,4,Difficult,true,true,false,37,6114,196,true,2,10,876.4,3,3,2,Lohri,Biryani,73,true,8,11179762,false,2,4,true,70,4,false,false,January
DST2198,Place_1198,Assam,West,Wildlife,Wildlife,Mumbai,Tamil,264818,Goa International Airport,8923,Summer,Summer,1.17,13,65.3,61.2,6.89,13.92,396,3,Difficult,false,true,true,18,8383,108,false,5,30.2,2558.4,7,2,4,Holi,Pav Bhaji,94,false,2,14000682,true,3,3,false,60,5,false,true,May
DST2199,Place_1199,Tamil Nadu,Northeast,Beach,Wildlife,Goa,Tamil,227873,Netaji Subhas Chandra Bose International Airport,35374,Winter,Summer,5.9,9,80.4,72.95,20.38,20.37,447,4,Difficult,true,false,true,93,5697,143,true,2,37.3,1980,6,2,7,Bihu,Sarson da Saag,63,false,8,24780188,true,5,2,true,50,3,true,false,December
DST2200,Place_1200,Kerala,East,Beach,Temples,Pune,Marathi,387502,Lokpriya Gopinath Bordoloi International Airport,42411,Winter,Monsoon,2.28,7,68.34,89.62,7.1,30.44,275,2,Moderate,false,true,true,32,5484,140,false,4,35.7,2461.8,7,2,1,Holi,Kebabs,80,true,6,35471313,true,4,3,false,87,1,true,true,March
DST2201,Place_1201,Tamil Nadu,North,Beach,Scenery,Bhopal,Hindi,214064,Jaipur International Airport,9316,Monsoon,Monsoon,5.5,7,64.32,62.45,11.09,35.77,58,2,Easy,true,true,false,43,8436,173,false,5,26.9,2527.2,8,7,9,Ganesh Chaturthi,Idli,22,false,7,29333664,true,1,3,true,26,5,true,false,January
DST2202,Place_1202,Goa,Northeast,Heritage,Scenery,Cochin,Bengali,897455,Chaudhary Charan Singh International Airport,45414,Summer,Monsoon,9.79,14,66.89,78.85,30.48,27.65,84,2,Moderate,false,true,true,98,4366,121,false,4,36.9,280.4,5,10,1,Eid,Rogan Josh,59,false,9,39588191,false,2,4,true,48,3,false,false,August
DST2203,Place_1203,Rajasthan,East,Beach,Temples,Bengaluru,Tamil,719675,Raja Bhoj Airport,11556,Monsoon,Monsoon,13.52,4,64.21,84.32,21.81,38.68,149,5,Easy,false,true,true,35,5524,120,false,4,13.2,1077.7,6,4,8,Durga Puja,Pav Bhaji,52,false,7,18762537,true,4,4,true,29,4,true,false,January
DST2204,Place_1204,Goa,East,Wildlife,Food,Goa,Hindi,784116,Raja Bhoj Airport,11058,Summer,Winter,12.75,3,61.05,89.29,21.89,26.27,320,1,Difficult,true,true,false,28,3064,138,false,5,26.3,2060.4,1,4,6,Lohri,Dosa,16,false,4,6984292,true,4,1,true,48,3,false,false,May
DST2205,Place_1205,Himachal Pradesh,North,Heritage,Temples,Pune,Hindi,809641,Indira Gandhi International Airport,40018,Monsoon,Summer,4.54,8,76.19,80.42,25.94,43.92,487,5,Difficult,true,true,true,8,5538,171,true,2,39.4,2574,4,8,1,Lohri,Kebabs,96,true,4,37092374,false,4,1,false,79,4,true,false,March
DST2206,Place_1206,Kerala,East,Urban,Food,Ahmedabad,Marathi,186728,Netaji Subhas Chandra Bose International Airport,35451,Monsoon,Monsoon,2.88,9,52.48,66.52,32.6,35.56,59,3,Difficult,true,true,true,82,4426,74,false,3,39.7,2424.2,6,5,7,Pongal,Idli,53,false,6,19456941,false,4,1,false,79,2,true,false,March
DST2207,Place_1207,Himachal Pradesh,South,Hill Station,Temples,Cochin,Bengali,278331,Lokpriya Gopinath Bordoloi International Airport,26482,Winter,Winter,3.7,11,70.82,93.76,10.55,45.26,124,1,Moderate,true,false,false,13,2016,35,true,2,30.4,1324.2,4,1,2,Eid,Momos,73,true,8,3988579,true,2,3,true,86,1,false,true,August
DST2208,Place_1208,Rajasthan,North,Beach,Food,Indore,Bengali,774199,Kempegowda International Airport,45494,Summer,Summer,14.59,14,75.65,63.31,11.06,31.55,40,2,Moderate,true,false,true,74,3017,27,true,3,15,2803.1,1,2,1,Holi,Vada Pav,16,false,4,30462682,true,2,3,true,44,4,true,true,August
DST2209,Place_1209,Tamil Nadu,East,Urban,Food,Delhi,Tamil,913842,Raja Bhoj Airport,26005,Summer,Summer,8.69,7,84.6,86.91,9.25,53.83,336,2,Difficult,false,true,true,28,6690,173,true,1,13.4,972.1,3,10,8,Pongal,Sarson da Saag,19,false,2,31570432,true,3,5,true,36,4,false,true,October
DST2210,Place_1210,Rajasthan,Central,Wildlife,Temples,Guwahati,Tamil,205696,Indira Gandhi International Airport,20135,Winter,Summer,3.56,6,56.59,63.03,37.79,29.11,172,2,Moderate,false,false,false,94,8648,143,false,3,37.7,1189.8,3,3,2,Holi,Kebabs,87,true,3,11590629,false,3,2,true,41,4,true,true,May
DST2211,Place_1211,Maharashtra,Northeast,Hill Station,Food,Bhopal,Hindi,373591,Netaji Subhas Chandra Bose International Airport,24888,Winter,Winter,12.77,5,83.03,65.02,25.21,25.41,259,4,Difficult,true,true,true,69,3425,181,false,5,36.4,626.1,3,4,9,Durga Puja,Dosa,78,true,8,15607245,true,2,5,true,12,3,false,false,December
DST2212,Place_1212,Rajasthan,East,Urban,Culture,Bhopal,Bengali,217954,Rajiv Gandhi International Airport,33481,Winter,Monsoon,6.53,2,87.26,91.44,8.24,37.85,325,3,Moderate,true,true,true,91,5226,49,true,3,19.5,758.1,4,9,6,Navratri,Dosa,71,false,5,39847939,true,2,2,true,41,4,true,true,August
DST2213,Place_1213,Maharashtra,South,Hill Station,Wildlife,Mumbai,Bengali,186569,Chennai International Airport,29401,Winter,Summer,13.59,10,72.43,86.36,12.72,35.46,172,5,Difficult,true,true,false,21,5496,39,true,1,37.9,125.3,9,10,1,Bihu,Sarson da Saag,28,true,4,38942740,false,3,4,false,80,2,true,false,May
DST2214,Place_1214,Rajasthan,West,Beach,Scenery,Ahmedabad,Tamil,337963,Chennai International Airport,41431,Summer,Winter,4.65,12,78.57,72.79,30.4,35.9,185,3,Moderate,false,false,true,41,5218,87,true,3,13.9,994.6,9,10,8,Eid,Momos,42,false,7,4850158,false,2,3,false,43,5,true,false,October
DST2215,Place_1215,Assam,East,Wildlife,Food,Guwahati,Malayalam,831025,Kempegowda International Airport,25937,Summer,Summer,6.51,11,60.29,82.36,6.01,49.81,240,4,Easy,false,false,true,54,4834,83,false,2,18.8,989.1,8,5,7,Eid,Momos,71,true,2,11565418,false,1,5,true,30,5,true,false,January
